date,home_team,away_team,team,scorer,minute,own_goal,penalty
1957-02-10,729,818,818,Ad-Diba,72,0,0
1957-02-16,818,231,818,Ad-Diba,2,0,0
1957-02-16,818,231,818,Ad-Diba,7,0,0
1957-02-16,818,231,818,Ad-Diba,68,0,0
1957-02-16,818,231,818,Ad-Diba,89,0,0
1957-02-17,188,320,188,Rubén Jiménez Rodríguez,12,0,0
1957-02-17,188,320,188,Mario Cordero,28,0,0
1957-02-17,188,320,320,Francisco López Contreras,61,0,0
1957-02-17,188,320,188,Rodolfo Herrera González,65,0,0
1957-03-03,188,531,188,Rodolfo Herrera González,16,0,0
1957-03-03,188,531,188,Álvaro Murillo,35,0,0
1957-03-03,188,531,188,Rodolfo Herrera González,63,0,0
1957-03-03,188,531,188,Álvaro Murillo,67,0,0
1957-03-07,218,858,218,Jorge Larraz,12,0,0
1957-03-07,218,858,858,Javier Ambrois,26,0,0
1957-03-07,218,858,858,Javier Ambrois,29,0,1
1957-03-07,218,858,218,Jorge Larraz,40,0,1
1957-03-07,218,858,858,Javier Ambrois,57,0,0
1957-03-07,218,858,858,Javier Ambrois,74,0,0
1957-03-07,218,858,858,José Sasía,87,0,0
1957-03-08,729,760,729,Siddiq Manzul,78,0,1
1957-03-10,604,218,604,Alberto Terry,29,0,0
1957-03-10,604,218,604,Alberto Terry,37,0,1
1957-03-10,604,218,218,Enrique Cantos,44,0,0
1957-03-10,724,756,756,Josef Hügi,6,0,0
1957-03-10,724,756,724,Luis Suárez Miramontes,30,0,0
1957-03-10,724,756,724,Miguel González,48,0,0
1957-03-10,724,756,756,Josef Hügi,67,0,0
1957-03-13,32,170,32,Osvaldo Héctor Cruz,5,0,0
1957-03-13,32,170,32,Antonio Valentín Angelillo,10,0,0
1957-03-13,32,170,32,Humberto Maschio,16,0,1
1957-03-13,32,170,32,Humberto Maschio,23,0,0
1957-03-13,32,170,170,"Delio ""Maravilla"" Gamboa",34,0,1
1957-03-13,32,170,170,Alberto Valencia,37,0,0
1957-03-13,32,170,32,Humberto Maschio,53,0,1
1957-03-13,32,170,32,Oreste Corbatta,59,0,0
1957-03-13,32,170,32,Antonio Valentín Angelillo,73,0,0
1957-03-13,32,170,32,Humberto Maschio,85,0,0
1957-03-13,76,152,152,Jaime Ramírez,13,0,0
1957-03-13,76,152,76,Didi,20,0,0
1957-03-13,76,152,76,Didi,26,0,0
1957-03-13,76,152,76,Didi,44,0,0
1957-03-13,76,152,76,José Macia,46,0,0
1957-03-13,76,152,152,José Fernández,89,0,0
1957-03-14,320,531,531,Wilfred de Lanoy,23,0,0
1957-03-14,320,531,531,Wilfred de Lanoy,31,0,0
1957-03-14,320,531,320,Francisco López Contreras,51,0,0
1957-03-14,320,531,531,Edgard Meulens,65,0,0
1957-03-16,604,152,604,Máximo Mosquera,57,0,0
1957-03-17,32,218,32,Antonio Valentín Angelillo,5,0,0
1957-03-17,32,218,32,Omar Sívori,14,0,0
1957-03-17,32,218,32,Antonio Valentín Angelillo,39,0,0
1957-03-17,170,858,170,Carlos Arango,28,0,0
1957-03-20,32,858,32,Humberto Maschio,7,0,0
1957-03-20,32,858,32,Antonio Valentín Angelillo,48,0,0
1957-03-20,32,858,32,Humberto Maschio,73,0,0
1957-03-20,32,858,32,José Sanfilippo,83,0,0
1957-03-20,528,442,528,Cor van der Gijp,27,0,0
1957-03-20,528,442,528,Cor van der Gijp,30,0,0
1957-03-20,528,442,442,Johnny Halsdorf,34,0,0
1957-03-20,528,442,528,Coen Dillen,72,0,0
1957-03-20,528,442,528,Toon Brusselers,80,0,0
1957-03-21,76,218,76,Evaristo de Macedo,22,0,0
1957-03-21,76,218,76,José Macia,25,0,0
1957-03-21,76,218,76,Zizinho,34,0,1
1957-03-21,76,218,76,Joel Antônio Martins,43,0,0
1957-03-21,76,218,76,Joel Antônio Martins,68,0,0
1957-03-21,76,218,76,Didi,78,0,0
1957-03-21,76,218,218,Jorge Larraz,80,0,1
1957-03-21,76,218,76,Evaristo de Macedo,89,0,0
1957-03-21,152,170,152,Carlos Verdejo,35,0,0
1957-03-21,152,170,152,Sergio Espinoza,62,0,0
1957-03-21,152,170,170,Carlos Arango,68,0,0
1957-03-21,152,170,152,Carlos Verdejo,70,0,0
1957-03-21,152,170,170,Alejandro Carrillo,83,0,0
1957-03-23,604,858,604,Alberto Terry,3,0,0
1957-03-23,604,858,858,Javier Ambrois,22,0,0
1957-03-23,604,858,858,José María Carranza,26,0,0
1957-03-23,604,858,858,Javier Ambrois,48,0,0
1957-03-23,604,858,858,Javier Ambrois,60,0,0
1957-03-23,604,858,858,Javier Ambrois,75,0,0
1957-03-23,604,858,604,Juan Seminario,81,0,0
1957-03-23,604,858,604,Máximo Mosquera,83,0,0
1957-03-24,76,170,76,José Macia,27,0,0
1957-03-24,76,170,76,Evaristo de Macedo,41,0,0
1957-03-24,76,170,76,Evaristo de Macedo,44,0,0
1957-03-24,76,170,76,Evaristo de Macedo,45,0,0
1957-03-24,76,170,76,Didi,50,0,0
1957-03-24,76,170,76,Didi,60,0,0
1957-03-24,76,170,76,Evaristo de Macedo,75,0,0
1957-03-24,76,170,76,Zizinho,85,0,0
1957-03-24,76,170,76,Evaristo de Macedo,86,0,0
1957-03-24,152,218,152,Jaime Ramírez,18,0,0
1957-03-24,152,218,218,Jorge Larraz,25,0,1
1957-03-24,152,218,152,Jaime Ramírez,26,0,1
1957-03-24,152,218,218,Enrique Cantos,59,0,0
1957-03-27,604,170,604,Alberto Terry,34,0,0
1957-03-27,604,170,604,Manuel Rivera,35,0,0
1957-03-27,604,170,604,Manuel Rivera,37,0,0
1957-03-27,604,170,170,Carlos Arango,57,0,1
1957-03-27,604,170,604,Juan Bassa,83,0,0
1957-03-28,32,152,32,Omar Sívori,7,0,0
1957-03-28,32,152,152,José Fernández,14,0,0
1957-03-28,32,152,32,Antonio Valentín Angelillo,21,0,0
1957-03-28,32,152,152,José Fernández,28,0,0
1957-03-28,32,152,32,Humberto Maschio,53,0,0
1957-03-28,32,152,32,Antonio Valentín Angelillo,70,0,0
1957-03-28,32,152,32,Humberto Maschio,74,0,0
1957-03-28,32,152,32,Oreste Corbatta,83,0,1
1957-03-28,76,858,858,Luis Norberto Campero,15,0,0
1957-03-28,76,858,858,Javier Ambrois,17,0,0
1957-03-28,76,858,858,Luis Norberto Campero,23,0,0
1957-03-28,76,858,76,Evaristo de Macedo,68,0,0
1957-03-28,76,858,76,Didi,70,0,0
1957-03-31,604,76,76,Didi,73,0,1
1957-04-01,152,858,858,Luis Norberto Campero,28,0,0
1957-04-01,152,858,858,José Walter Roque,40,0,0
1957-04-01,170,218,170,Humberto Álvarez,19,0,1
1957-04-01,170,218,170,Jaime Gutiérrez,22,0,0
1957-04-01,170,218,170,"Delio ""Maravilla"" Gamboa",30,0,0
1957-04-01,170,218,218,Jorge Larraz,32,0,1
1957-04-01,170,218,170,"Delio ""Maravilla"" Gamboa",58,0,0
1957-04-03,32,76,32,Antonio Valentín Angelillo,23,0,0
1957-04-03,32,76,32,Humberto Maschio,87,0,0
1957-04-03,32,76,32,Osvaldo Héctor Cruz,90,0,0
1957-04-06,604,32,604,Máximo Mosquera,15,0,0
1957-04-06,604,32,32,Omar Sívori,50,0,0
1957-04-06,604,32,604,Alberto Terry,81,0,0
1957-04-07,484,840,484,Crescencio Gutiérrez,14,0,0
1957-04-07,484,840,484,Crescencio Gutiérrez,26,0,0
1957-04-07,484,840,484,Salvador Reyes Monteón,33,0,0
1957-04-07,484,840,484,Héctor Hernández,63,0,0
1957-04-07,484,840,484,Salvador Reyes Monteón,69,0,0
1957-04-07,484,840,484,Salvador Reyes Monteón,76,0,0
1957-04-13,604,76,604,Alberto Terry,38,0,0
1957-04-13,604,76,76,Aluísio Francisco da Luz,47,0,0
1957-04-21,76,604,76,Valdir Pereira,11,0,0
1957-04-25,380,896,380,Sergio Cervato,3,0,0
1957-04-28,840,484,840,Ed Murphy,5,0,0
1957-04-28,840,484,484,Alfredo Hernández,22,0,0
1957-04-28,840,484,484,Alfredo Hernández,36,0,0
1957-04-28,840,484,484,Crescencio Gutiérrez,38,0,0
1957-04-28,840,484,840,Ed Murphy,45,0,0
1957-04-28,840,484,484,Héctor Hernández,65,0,0
1957-04-28,840,484,484,Enrique Sesma,79,0,0
1957-04-28,840,484,484,Alfredo Hernández,82,0,0
1957-04-28,840,484,484,Héctor Hernández,87,0,0
1957-05-01,896,620,896,Tommy Casey,22,0,0
1957-05-01,896,620,896,Billy Simpson,60,0,0
1957-05-01,896,620,896,Jimmy McIlroy,70,0,1
1957-05-01,899,2,899,Roy Vernon,75,0,0
1957-05-08,897,372,897,Tommy Taylor,10,0,0
1957-05-08,897,372,897,Tommy Taylor,19,0,0
1957-05-08,897,372,897,John Atyeo,38,0,0
1957-05-08,897,372,897,Tommy Taylor,40,0,0
1957-05-08,897,372,372,Dermot Curtis,56,0,0
1957-05-08,897,372,897,John Atyeo,90,0,0
1957-05-08,898,724,724,Luis Suárez Miramontes,19,0,0
1957-05-08,898,724,898,Jackie Mudie,22,0,0
1957-05-08,898,724,724,Ladislao Kubala,28,0,0
1957-05-08,898,724,898,John Hewie,41,0,1
1957-05-08,898,724,898,Jackie Mudie,70,0,0
1957-05-08,898,724,898,Jackie Mudie,79,0,0
1957-05-12,360,156,360,Rusli Ramang,47,0,0
1957-05-12,360,156,360,Rusli Ramang,80,0,0
1957-05-15,208,897,208,John Jensen,27,0,0
1957-05-15,208,897,897,Johnny Haynes,28,0,0
1957-05-15,208,897,897,Tommy Taylor,71,0,0
1957-05-15,208,897,897,John Atyeo,75,0,0
1957-05-15,208,897,897,Tommy Taylor,86,0,0
1957-05-19,895,899,899,Mel Charles,6,0,0
1957-05-19,895,899,895,Günther Wirth,21,0,0
1957-05-19,895,899,895,Willy Tröger,61,0,0
1957-05-19,372,897,372,Alf Ringstead,3,0,0
1957-05-19,372,897,897,John Atyeo,90,0,0
1957-05-19,756,898,756,Roger Vonlanthen,13,0,0
1957-05-19,756,898,898,Jackie Mudie,33,0,0
1957-05-19,756,898,898,Tommy Ring,71,0,0
1957-05-22,578,100,100,Georgi Dimitrov,38,0,0
1957-05-22,578,100,578,Harald Hennum,47,0,0
1957-05-22,578,100,100,Georgi Dimitrov,75,0,0
1957-05-24,760,729,729,Suleiman Faris,38,0,0
1957-05-24,760,729,760,Jabra Al-Zarqa,70,0,0
1957-05-26,40,528,528,Noud van Melis,30,0,0
1957-05-26,40,528,528,Noud van Melis,32,0,0
1957-05-26,40,528,40,Karl Koller,47,0,0
1957-05-26,40,528,40,Hans Buzek,80,0,0
1957-05-26,40,528,40,Karl Stotz,89,0,1
1957-05-26,2,899,2,Ray Daniel,21,1,0
1957-05-26,2,899,2,Tadeusz Kraus,65,0,0
1957-05-26,620,380,620,Manuel Vasques,41,0,0
1957-05-26,620,380,620,António Dias Teixeira,81,0,0
1957-05-26,620,380,620,Matateu,87,0,0
1957-05-26,724,898,724,Enrique Mateos,11,0,0
1957-05-26,724,898,724,Ladislao Kubala,33,0,0
1957-05-26,724,898,724,Estanislau Basora,60,0,0
1957-05-26,724,898,898,Gordon Smith,79,0,0
1957-05-26,724,898,724,Estanislau Basora,87,0,0
1957-06-02,156,360,156,Zhang Honggen,1,0,0
1957-06-02,156,360,156,Nian Weisi,9,0,0
1957-06-02,156,360,360,Rusli Ramang,25,0,0
1957-06-02,156,360,156,Sun Fucheng,47,0,0
1957-06-02,156,360,360,Rusli Ramang,55,0,0
1957-06-02,156,360,360,Endang Witarsa,70,0,0
1957-06-02,156,360,156,Wang Lu,75,0,0
1957-06-02,250,352,250,Célestin Oliver,6,0,0
1957-06-02,250,352,250,Célestin Oliver,11,0,0
1957-06-02,250,352,250,Jean Vincent,29,0,0
1957-06-02,250,352,250,René Dereuddre,36,0,0
1957-06-02,250,352,250,Roger Piantoni,45,0,0
1957-06-02,250,352,250,Said Brahimi,49,0,0
1957-06-02,250,352,250,Roger Piantoni,81,0,0
1957-06-02,250,352,250,Jean Vincent,83,0,0
1957-06-05,56,352,56,Richard Orlans,4,0,0
1957-06-05,56,352,56,André Piters,11,0,0
1957-06-05,56,352,56,Paul Vandenberg,12,0,0
1957-06-05,56,352,56,Victor Mees,22,0,0
1957-06-05,56,352,56,Victor Mees,26,0,0
1957-06-05,56,352,352,Þórður Þórðarson,33,0,0
1957-06-05,56,352,56,Henri Coppens,42,0,0
1957-06-05,56,352,56,Henri Coppens,44,0,1
1957-06-05,56,352,56,Richard Orlans,57,0,0
1957-06-05,56,352,352,Þórður Þórðarson,77,0,0
1957-06-05,56,352,352,Ríkharður Jónsson,81,0,0
1957-06-12,578,348,578,Harald Hennum,10,0,0
1957-06-12,578,348,348,Lajos Tichy,43,0,0
1957-06-12,578,348,578,Kjell Kristiansen,78,0,0
1957-06-16,170,858,170,Carlos Arango,15,0,0
1957-06-16,170,858,858,Javier Ambrois,46,0,0
1957-06-16,2,895,895,Günther Wirth,18,0,0
1957-06-16,2,895,2,Tadeusz Kraus,60,0,0
1957-06-16,2,895,2,Vlastimil Bubník,81,0,0
1957-06-16,2,895,2,Pavol Molnár,89,0,0
1957-06-16,300,642,642,Alexandru Ene,15,0,0
1957-06-16,300,642,300,Vaggelis Panakis,29,0,0
1957-06-16,300,642,642,Titus Ozon,78,0,0
1957-06-20,170,600,170,Jaime Gutiérrez,10,0,0
1957-06-20,170,600,600,Ángel Jara Saguier,34,0,0
1957-06-20,170,600,600,Juan Bautista Agüero,68,0,0
1957-06-20,170,600,600,Óscar Aguilera,88,0,0
1957-06-20,170,600,170,Ricardo Díaz,89,0,0
1957-06-22,124,840,124,Norm McLeod,32,0,0
1957-06-22,124,840,124,Brian Philley,35,0,0
1957-06-22,124,840,840,Harry Keough,35,0,1
1957-06-22,124,840,124,Art Hughes,55,0,0
1957-06-22,124,840,124,Gogie Stewart,57,0,0
1957-06-22,124,840,124,Art Hughes,80,0,0
1957-06-23,348,100,348,Ferenc Machos,5,0,0
1957-06-23,348,100,348,Ferenc Machos,14,0,0
1957-06-23,348,100,348,Ferenc Machos,30,0,0
1957-06-23,348,100,348,József Bozsik,52,0,0
1957-06-23,348,100,100,Ivan Kolev,69,0,0
1957-06-23,643,616,643,Boris Tatushin,9,0,0
1957-06-23,643,616,643,Nikita Simonyan,55,0,0
1957-06-23,643,616,643,Anatoli Ilyin,77,0,0
1957-06-30,484,124,484,Carlos González,5,0,0
1957-06-30,484,124,484,Crescencio Gutiérrez,46,0,0
1957-06-30,484,124,484,Carlos González,72,0,0
1957-06-30,858,170,858,Óscar Míguez,89,0,1
1957-07-03,484,124,484,Crescencio Gutiérrez,8,0,0
1957-07-03,484,124,484,Enrique Sesma,28,0,0
1957-07-05,246,616,616,Edward Jankowski,19,0,0
1957-07-05,246,616,616,Edward Jankowski,56,0,0
1957-07-05,246,616,616,Edward Jankowski,65,0,0
1957-07-05,246,616,246,Mauri Vanhanen,72,0,0
1957-07-06,840,124,124,Brian Philley,9,0,0
1957-07-06,840,124,124,Ostap Steckiw,14,0,0
1957-07-06,840,124,124,Gogie Stewart,25,0,0
1957-07-06,840,124,840,Ruben Mendoza,42,0,0
1957-07-06,840,124,840,James Murphy,80,0,0
1957-07-07,600,170,600,Enrique Jara Saguier,11,0,0
1957-07-07,600,170,600,Juan Bautista Agüero,27,0,0
1957-07-07,600,170,600,Enrique Jara Saguier,77,0,0
1957-07-14,600,858,600,Florencio Amarilla,5,0,0
1957-07-14,600,858,600,Florencio Amarilla,48,0,0
1957-07-14,600,858,600,Florencio Amarilla,57,0,0
1957-07-14,600,858,600,Ángel Jara Saguier,88,0,0
1957-07-14,600,858,600,Juan Bautista Agüero,90,0,0
1957-07-27,643,246,643,Yuriy Voynov,23,0,0
1957-07-27,643,246,246,Olavi Lahtinen,42,0,0
1957-07-27,643,246,643,Igor Netto,62,0,0
1957-07-28,858,600,858,Eladio Benítez,8,0,0
1957-07-28,858,600,858,William Martínez,88,0,0
1957-08-04,531,188,531,Hubert Sambo,21,0,0
1957-08-04,531,188,188,Mario Cordero,53,0,0
1957-08-04,531,188,188,Danilo Montero Campos,60,0,0
1957-08-15,246,643,643,Igor Netto,6,0,0
1957-08-15,246,643,643,Nikita Simonyan,9,0,0
1957-08-15,246,643,643,Anatoli Isayev,12,0,0
1957-08-15,246,643,643,Nikita Simonyan,13,0,0
1957-08-15,246,643,643,Anatoli Isayev,20,0,0
1957-08-15,246,643,643,Eduard Streltsov,29,0,0
1957-08-15,246,643,643,Nikita Simonyan,31,0,0
1957-08-15,246,643,643,Eduard Streltsov,49,0,0
1957-08-15,246,643,643,Anatoli Ilyin,60,0,0
1957-08-15,246,643,643,Anatoli Ilyin,87,0,0
1957-09-01,352,250,250,Thadée Cisowski,29,0,0
1957-09-01,352,250,250,Thadée Cisowski,32,0,0
1957-09-01,352,250,250,Joseph Ujlaki,48,0,0
1957-09-01,352,250,250,Maryan Wisniewski,53,0,0
1957-09-01,352,250,352,Þórður Jónsson,64,0,0
1957-09-01,352,250,250,Joseph Ujlaki,66,0,0
1957-09-04,352,56,352,Ríkharður Jónsson,1,0,0
1957-09-04,352,56,56,André van Herpe,9,0,0
1957-09-04,352,56,56,Maurice Willems,40,0,0
1957-09-04,352,56,56,Paul Vandenberg,64,0,0
1957-09-04,352,56,352,Þórður Jónsson,65,0,0
1957-09-04,352,56,56,Paul Vandenberg,81,0,0
1957-09-04,352,56,56,Paul Vandenberg,89,0,0
1957-09-11,528,442,442,Jean-Pierre Fiedler,5,0,0
1957-09-11,528,442,528,Abe Lenstra,15,0,0
1957-09-11,528,442,528,Servaas Wilkes,26,0,0
1957-09-11,528,442,528,Abe Lenstra,28,0,0
1957-09-11,528,442,528,Noud van Melis,35,0,0
1957-09-11,528,442,528,Kees Rijvers,54,0,0
1957-09-11,528,442,442,Léon Letsch,58,0,0
1957-09-15,100,348,348,Nándor Hidegkuti,2,0,0
1957-09-15,100,348,348,Nándor Hidegkuti,34,0,0
1957-09-15,100,348,100,Todor Diev,43,0,0
1957-09-22,152,68,68,Ricardo Alcón,36,0,0
1957-09-22,152,68,152,Guillermo Díaz,62,0,0
1957-09-22,152,68,152,Jaime Ramírez,68,0,0
1957-09-25,528,40,40,Gerhard Hanappi,29,0,0
1957-09-25,528,40,528,Abe Lenstra,63,0,0
1957-09-25,899,895,899,Des Palmer,38,0,0
1957-09-25,899,895,899,Cliff Jones,42,0,0
1957-09-25,899,895,899,Des Palmer,44,0,0
1957-09-25,899,895,895,Manfred Kaiser,57,0,0
1957-09-25,899,895,899,Des Palmer,73,0,0
1957-09-29,68,152,68,Ausberto García,30,0,0
1957-09-29,68,152,68,Máximo Alcócer,70,0,0
1957-09-29,68,152,68,Máximo Alcócer,86,0,0
1957-09-29,442,40,40,Robert Dienst,19,0,0
1957-09-29,442,40,40,Hans Buzek,47,0,0
1957-09-29,442,40,40,Helmut Senekowitsch,66,0,0
1957-09-29,642,1,642,Alexandru Ene,78,0,0
1957-09-29,642,1,1,Muhamed Mujić,79,0,0
1957-10-02,208,372,372,George Cummins,53,0,0
1957-10-02,208,372,372,Dermot Curtis,61,0,0
1957-10-06,68,32,68,Máximo Alcócer,13,0,0
1957-10-06,68,32,68,Ausberto García,75,0,0
1957-10-13,152,32,32,Norberto Menéndez,40,0,0
1957-10-13,152,32,32,Norberto Conde,61,0,0
1957-10-20,32,152,32,Oreste Corbatta,1,0,0
1957-10-20,32,152,32,Norberto Menéndez,13,0,0
1957-10-20,32,152,32,Oreste Corbatta,41,0,0
1957-10-20,32,152,32,Roberto Zárate,45,0,0
1957-10-20,484,188,484,Jaime Belmonte,77,0,0
1957-10-20,484,188,484,Ligorio López,86,0,0
1957-10-20,616,643,616,Gerard Cieślik,43,0,0
1957-10-20,616,643,616,Gerard Cieślik,50,0,0
1957-10-20,616,643,643,Valentin Kozmich Ivanov,80,0,0
1957-10-27,32,68,32,Roberto Zárate,8,0,0
1957-10-27,32,68,32,Oreste Corbatta,62,0,0
1957-10-27,32,68,32,Eliseo Prado,63,0,0
1957-10-27,32,68,32,Norberto Menéndez,64,0,0
1957-10-27,188,484,484,Ligorio López,27,0,0
1957-10-27,188,484,188,Juan Soto Quiros,32,0,0
1957-10-27,895,2,2,Tadeusz Kraus,4,0,0
1957-10-27,895,2,2,Anton Moravčík,23,0,0
1957-10-27,895,2,895,Helmut Müller,35,0,0
1957-10-27,895,2,2,Ladislav Novák,43,0,0
1957-10-27,895,2,2,Tadeusz Kraus,88,0,0
1957-11-03,100,578,100,Hristo Iliev,6,0,0
1957-11-03,100,578,100,Panayot Panayotov,29,0,0
1957-11-03,100,578,100,Panayot Panayotov,32,0,0
1957-11-03,100,578,100,Krum Yanev,59,0,0
1957-11-03,100,578,100,Hristo Iliev,60,0,0
1957-11-03,100,578,100,Hristo Iliev,74,0,0
1957-11-03,100,578,100,Spiro Debarski,77,0,0
1957-11-03,616,246,616,Ginter Gawlik,2,0,0
1957-11-03,616,246,616,Lucjan Brychczy,4,0,0
1957-11-03,616,246,616,Lucjan Brychczy,48,0,0
1957-11-03,616,246,616,Edward Jankowski,60,0,0
1957-11-03,642,300,642,Iosif Petschovsky,51,0,1
1957-11-03,642,300,642,Nicolae Tătaru,64,0,0
1957-11-03,642,300,642,Cornel Cacoveanu,67,0,0
1957-11-06,898,756,898,Archie Robertson,29,0,0
1957-11-06,898,756,756,Ferdinando Riva,35,0,0
1957-11-06,898,756,898,Jackie Mudie,52,0,0
1957-11-06,898,756,898,Alex Scott,70,0,0
1957-11-06,898,756,756,Roger Vonlanthen,79,0,0
1957-11-10,348,578,348,Károly Sándor,12,0,0
1957-11-10,348,578,348,Lajos Csordás,20,0,0
1957-11-10,348,578,348,Ferenc Machos,69,0,0
1957-11-10,348,578,348,Lajos Csordás,71,0,0
1957-11-10,348,578,348,Edgar Falch,74,1,0
1957-11-10,1,300,1,Muhamed Mujić,6,0,0
1957-11-10,1,300,1,Dobrosav Krstić,9,0,0
1957-11-10,1,300,300,Kostas Nestoridis,28,0,0
1957-11-10,1,300,1,Muhamed Mujić,61,0,0
1957-11-10,1,300,1,Aleksandar Petaković,67,0,0
1957-11-17,1,642,1,Miloš Milutinović,52,0,0
1957-11-17,1,642,1,Miloš Milutinović,58,0,0
1957-11-24,616,643,643,Eduard Streltsov,31,0,0
1957-11-24,616,643,643,Genrich Fedosov,75,0,0
1957-11-24,756,724,724,Ladislao Kubala,19,0,0
1957-11-24,756,724,724,Alfredo Di Stéfano,24,0,0
1957-11-24,756,724,724,Alfredo Di Stéfano,55,0,0
1957-11-24,756,724,756,Robert Ballaman,61,0,0
1957-11-24,756,724,724,Ladislao Kubala,72,0,0
1957-12-22,380,620,380,Guido Gratton,36,0,0
1957-12-22,380,620,380,Guido Gratton,72,0,0
1957-12-22,380,620,380,Gino Pivatelli,84,0,0
1958-01-15,376,899,899,Ivor Allchurch,38,0,0
1958-01-15,376,899,899,Dave Bowen,63,0,0
1958-01-15,896,380,896,Jimmy McIlroy,13,0,0
1958-01-15,896,380,896,Wilbur Cush,28,0,0
1958-01-15,896,380,380,Dino da Costa,56,0,0
1958-02-05,899,376,899,Ivor Allchurch,76,0,0
1958-02-05,899,376,899,Cliff Jones,80,0,0
1958-06-08,32,276,32,Oreste Corbatta,3,0,0
1958-06-08,32,276,276,Helmut Rahn,32,0,0
1958-06-08,32,276,276,Uwe Seeler,42,0,0
1958-06-08,32,276,276,Helmut Rahn,79,0,0
1958-06-08,40,76,76,José Altafini,37,0,0
1958-06-08,40,76,76,Nílton Santos,50,0,0
1958-06-08,40,76,76,José Altafini,85,0,0
1958-06-08,2,896,896,Wilbur Cush,21,0,0
1958-06-08,897,643,643,Nikita Simonyan,13,0,0
1958-06-08,897,643,643,Aleksandr Ivanov,56,0,0
1958-06-08,897,643,897,Derek Kevan,66,0,0
1958-06-08,897,643,897,Tom Finney,85,0,1
1958-06-08,250,600,600,Florencio Amarilla,20,0,0
1958-06-08,250,600,250,Just Fontaine,24,0,0
1958-06-08,250,600,250,Just Fontaine,30,0,0
1958-06-08,250,600,600,Florencio Amarilla,44,0,1
1958-06-08,250,600,600,Jorge Lino Romero,50,0,0
1958-06-08,250,600,250,Roger Piantoni,52,0,0
1958-06-08,250,600,250,Maryan Wisniewski,61,0,0
1958-06-08,250,600,250,Just Fontaine,67,0,0
1958-06-08,250,600,250,Raymond Kopa,70,0,0
1958-06-08,250,600,250,Jean Vincent,83,0,0
1958-06-08,348,899,348,József Bozsik,5,0,0
1958-06-08,348,899,899,John Charles,27,0,0
1958-06-08,898,1,1,Aleksandar Petaković,6,0,0
1958-06-08,898,1,898,Jimmy Murray,49,0,0
1958-06-08,752,484,752,Agne Simonsson,17,0,0
1958-06-08,752,484,752,Nils Liedholm,57,0,1
1958-06-08,752,484,752,Agne Simonsson,64,0,0
1958-06-11,32,896,896,Peter McParland,4,0,0
1958-06-11,32,896,32,Oreste Corbatta,37,0,1
1958-06-11,32,896,32,Norberto Menéndez,56,0,0
1958-06-11,32,896,32,Ludovico Avio,60,0,0
1958-06-11,40,643,643,Anatoli Ilyin,15,0,0
1958-06-11,40,643,643,Valentin Kozmich Ivanov,62,0,0
1958-06-11,2,276,2,Milan Dvořák,24,0,1
1958-06-11,2,276,2,Zdeněk Zikán,42,0,0
1958-06-11,2,276,276,Hans Schäfer,60,0,0
1958-06-11,2,276,276,Helmut Rahn,71,0,0
1958-06-11,250,1,250,Just Fontaine,4,0,0
1958-06-11,250,1,1,Aleksandar Petaković,16,0,0
1958-06-11,250,1,1,Todor Veselinović,63,0,0
1958-06-11,250,1,250,Just Fontaine,85,0,0
1958-06-11,250,1,1,Todor Veselinović,88,0,0
1958-06-11,484,899,899,Ivor Allchurch,32,0,0
1958-06-11,484,899,484,Jaime Belmonte,89,0,0
1958-06-11,600,898,600,Juan Bautista Agüero,4,0,0
1958-06-11,600,898,898,Jackie Mudie,24,0,0
1958-06-11,600,898,600,Cayetano Ré,45,0,0
1958-06-11,600,898,600,José Parodi,73,0,0
1958-06-11,600,898,898,Bobby Collins,74,0,0
1958-06-12,752,348,752,Kurt Hamrin,34,0,0
1958-06-12,752,348,752,Kurt Hamrin,55,0,0
1958-06-12,752,348,348,Lajos Tichy,77,0,0
1958-06-15,32,2,2,Milan Dvořák,8,0,0
1958-06-15,32,2,2,Zdeněk Zikán,17,0,0
1958-06-15,32,2,2,Zdeněk Zikán,40,0,0
1958-06-15,32,2,32,Oreste Corbatta,65,0,1
1958-06-15,32,2,2,Jiří Feureisl,69,0,0
1958-06-15,32,2,2,Václav Hovorka,82,0,0
1958-06-15,32,2,2,Václav Hovorka,89,0,0
1958-06-15,40,897,40,Karl Koller,15,0,0
1958-06-15,40,897,897,Johnny Haynes,56,0,0
1958-06-15,40,897,40,Alfred Körner,71,0,0
1958-06-15,40,897,897,Derek Kevan,74,0,0
1958-06-15,76,643,76,Vavá,3,0,0
1958-06-15,76,643,76,Vavá,77,0,0
1958-06-15,250,898,250,Raymond Kopa,22,0,0
1958-06-15,250,898,250,Just Fontaine,44,0,0
1958-06-15,250,898,898,Sammy Baird,58,0,0
1958-06-15,276,896,896,Peter McParland,18,0,0
1958-06-15,276,896,276,Helmut Rahn,20,0,0
1958-06-15,276,896,896,Peter McParland,60,0,0
1958-06-15,276,896,276,Uwe Seeler,78,0,0
1958-06-15,348,484,348,Lajos Tichy,19,0,0
1958-06-15,348,484,348,Lajos Tichy,46,0,0
1958-06-15,348,484,348,Károly Sándor,54,0,0
1958-06-15,348,484,348,József Bencsics,69,0,0
1958-06-15,600,1,1,Radivoje Ognjanović,18,0,0
1958-06-15,600,1,600,José Parodi,20,0,0
1958-06-15,600,1,1,Todor Veselinović,21,0,0
1958-06-15,600,1,600,Juan Bautista Agüero,52,0,0
